Price,Year,Mileage,State,Make,Model
20650,2016,18451, MD,Ford,MustangFastback
23167,2017,19503, GA,Ford,EscapeFWD
2788,2004,133480, AZ,Ford,Escape4dr
17650,2014,61266, MO,Ford,EscapeTitanium
16025,2013,75585, MA,Ford,ExplorerBase
11200,2014,60509, TX,Ford,TaurusSE
20998,2015,18621, NY,Ford,Escape4WD
17999,2013,19971, SC,Ford,EdgeSEL
8995,2009,101755, WV,Ford,Escape4WD
16800,2014,63196, MD,Ford,EscapeTitanium
6135,2008,139639, Fl,Ford,EscapeFWD
14991,2011,56604, ME,Ford,Escape4WD
6995,2006,95739, TX,Ford,Explorer4dr
12695,2012,122614, GA,Ford,Fusion4dr
11866,2011,93735, VA,Ford,Escape4WD
20422,2015,19043, CA,Ford,MustangFastback
18895,2015,29862, FL,Ford,ExplorerBase
12891,2016,2733, CA,Ford,FiestaSedan
16888,2014,71340, ID,Ford,EscapeSE
15991,2013,59777, TX,Ford,FocusHatchback
11089,2012,106145, CA,Ford,EscapeFWD
6900,2008,110125, KY,Ford,Edge4dr
17649,2013,42907, FL,Ford,EscapeSE
17266,2014,51789, WA,Ford,F-1502WD
18900,2015,40009, FL,Ford,FocusHatchback
5988,2005,106393, MS,Ford,Escape4dr
15792,2012,43687, ID,Ford,Mustang2dr
2999,2005,73923, AZ,Ford,Taurus4dr
14495,2012,49510, CA,Ford,Mustang2dr
17790,2014,40059, MA,Ford,EscapeTitanium
12497,2010,70883, PA,Ford,ExplorerAWD
15981,2013,53278, TX,Ford,EscapeTitanium
20599,2016,13694, NC,Ford,FocusHatchback
20991,2016,27921, FL,Ford,EscapeFWD
19473,2016,48313, GA,Ford,Escape4WD
11998,2011,97050, IL,Ford,ExplorerFWD
17000,2013,50202, TN,Ford,EdgeSEL
22427,2017,25361, AZ,Ford,MustangEcoBoost
19797,2014,24590, OH,Ford,EscapeTitanium
6900,2007,114344, CA,Ford,Explorer2WD
22648,2017,19677, UT,Ford,Escape4WD
12990,2013,85000, TX,Ford,MustangConvertible
16800,2014,51440, NC,Ford,EdgeSEL
19230,2016,31731, PA,Ford,MustangConvertible
4891,2006,133328, FL,Ford,F-1502WD
13995,2011,78530, PA,Ford,Escape4WD
4500,2007,170865, OH,Ford,Escape2WD
17885,2013,36226, MD,Ford,EdgeSEL
15700,2013,54923, NC,Ford,F-150Regular
7564,2010,144638, TN,Ford,EscapeFWD
19991,2014,27096, CA,Ford,EscapeSE
21815,2017,32846, MD,Ford,MustangEcoBoost
22315,2017,26846, TX,Ford,MustangEcoBoost
6477,2007,118318, OH,Ford,EdgeFWD
5300,2007,143856, MI,Ford,Explorer2WD
21599,2015,28099, AZ,Ford,MustangFastback
19469,2015,24295, TX,Ford,MustangFastback
15499,2011,41435, CA,Ford,Edge4dr
13995,2012,80740, TX,Ford,Edge4dr
9500,2006,104803, CA,Ford,Super
13995,2014,94645, IN,Ford,EscapeTitanium
18492,2015,64758, UT,Ford,Escape4WD
8995,2009,94250, AZ,Ford,Focus4dr
19490,2016,37973, CA,Ford,MustangConvertible
15091,2013,70926, TX,Ford,EdgeSEL
15799,2014,52122, MO,Ford,MustangConvertible
23980,2017,5788, MO,Ford,EscapeFWD
16245,2013,64300, AR,Ford,EscapeTitanium
19271,2015,24537, FL,Ford,FocusHatchback
21998,2014,10601, CT,Ford,EscapeTitanium
14998,2013,70149, PA,Ford,FocusHatchback
18977,2015,35220, IL,Ford,EscapeFWD
14677,2014,88522, OH,Ford,EscapeTitanium
17250,2013,55807, UT,Ford,EdgeLimited
5450,2005,118283, OH,Ford,Explorer4dr
16597,2015,51190, CA,Ford,MustangConvertible
11999,2008,56196, FL,Ford,Mustang2dr
19559,2016,43779, OH,Ford,MustangFastback
19999,2014,17493, NC,Ford,EdgeSEL
21154,2016,25110, TX,Ford,MustangFastback
12672,2013,91110, MD,Ford,MustangCoupe
16868,2013,49456, CA,Ford,EdgeSEL
13990,2007,53206, PA,Ford,Super
12000,2013,89394, WA,Ford,MustangConvertible
16995,2015,56521, TX,Ford,MustangConvertible
19992,2014,26314, MN,Ford,EscapeTitanium
6990,2011,135086, FL,Ford,F-1502WD
13695,2013,82010, IL,Ford,EscapeSE
4499,2006,65343, WI,Ford,Taurus4dr
12795,2013,93692, MI,Ford,EdgeSEL
18988,2014,26889, CO,Ford,EscapeTitanium
18991,2015,22453, CA,Ford,MustangFastback
7999,2009,123679, TX,Ford,EscapeFWD
18988,2014,33383, IL,Ford,EscapeTitanium
2998,2011,178821, MA,Ford,Fiesta4dr
4993,2005,137831, FL,Ford,Escape4dr
22086,2016,6699, MD,Ford,F-1502WD
22999,2017,4790, CA,Ford,MustangEcoBoost
10899,2011,93101, FL,Ford,Edge4dr
16920,2014,52331, TX,Ford,EscapeTitanium
14000,2012,76276, TX,Ford,ExplorerFWD
20800,2016,17788, CA,Ford,MustangFastback
6399,2010,164361, KS,Ford,Escape4WD
14999,2014,85892, CO,Ford,EdgeSE
5999,2007,113215, VA,Ford,F-1502WD
24684,2017,5460, MO,Ford,Escape4WD
21900,2016,348, CT,Ford,EdgeSEL
6900,2006,91270, TX,Ford,Mustang2dr
19170,2016,42801, UT,Ford,MustangConvertible
14595,2011,62465, TX,Ford,Edge4dr
20000,2017,35521, CA,Ford,MustangEcoBoost
15980,2014,63246, OK,Ford,FocusHatchback
18998,2011,5979, CA,Ford,F-1502WD
20654,2014,26095, UT,Ford,EscapeTitanium
17999,2014,26459, CA,Ford,MustangCoupe
20000,2014,19189, MI,Ford,EdgeSEL
10180,2007,80946, NV,Ford,EdgeAWD
11095,2012,105420, FL,Ford,EscapeFWD
12995,2016,7901, NJ,Ford,FiestaSedan
13500,2010,59438, OK,Ford,Edge4dr
17590,2015,68797, OK,Ford,EdgeSE
22525,2017,36490, UT,Ford,Escape4WD
10544,2012,112117, TX,Ford,Mustang2dr
14999,2007,23786, FL,Ford,Mustang2dr
18280,2016,17828, TX,Ford,TaurusSEL
18500,2014,24856, IN,Ford,MustangConvertible
7000,2008,121177, TX,Ford,ExplorerRWD
11999,2011,90874, PA,Ford,Edge4dr
22525,2017,36563, GA,Ford,Escape4WD
12987,2014,49579, AZ,Ford,TaurusSE
18500,2013,20530, TX,Ford,F-150Regular
23725,2017,22126, NM,Ford,Escape4WD
21927,2017,30779, FL,Ford,MustangEcoBoost
10495,2014,69205, VA,Ford,TaurusPolice
9988,2009,108942, SC,Ford,EscapeFWD
18491,2016,51564, CA,Ford,MustangConvertible
18185,2014,27333, TX,Ford,MustangConvertible
14533,2013,94728, CO,Ford,EscapeSEL
18393,2014,31650, OH,Ford,EdgeSEL
13998,2013,89745, MO,Ford,ExplorerBase
6988,2007,118110, NC,Ford,Escape2WD
18475,2013,45861, KS,Ford,EdgeSEL
12595,2013,102205, IN,Ford,EscapeS
7995,2003,66237, AZ,Ford,Explorer4dr
3900,2008,154151, AL,Ford,Focus4dr
4491,1997,56853, AZ,Ford,Explorer4dr
13787,2011,70685, VA,Ford,Escape4WD
22681,2017,21120, AZ,Ford,Escape4WD
13900,2010,51281, PA,Ford,Mustang2dr
19499,2015,33853, GA,Ford,EdgeSE
19999,2015,11020, WA,Ford,MustangFastback
4900,2005,114535, MN,Ford,Focus5dr
19861,2015,36078, TX,Ford,Escape4WD
20359,2016,35000, UT,Ford,MustangFastback
18833,2014,39451, OK,Ford,EscapeTitanium
16847,2013,34381, CA,Ford,F-150Regular
20000,2015,21971, FL,Ford,MustangConvertible
20590,2016,14739, CO,Ford,MustangFastback
12998,2013,102784, MN,Ford,EscapeSE
20998,2016,15099, TX,Ford,MustangFastback
6998,2009,142705, TX,Ford,EscapeFWD
18998,2014,34794, VA,Ford,EdgeSEL
14665,2013,71174, TX,Ford,EscapeTitanium
16000,2015,82128, MO,Ford,EscapeFWD
19477,2015,25741, TX,Ford,MustangFastback
2993,2005,144312, WA,Ford,Focus3dr
19607,2013,17365, CA,Ford,EdgeSEL
20802,2014,10567, FL,Ford,EdgeSEL
4994,2004,97259, VA,Ford,Mustang2dr
14995,2013,64046, TX,Ford,MustangCoupe
15800,2014,53129, NY,Ford,MustangConvertible
9000,2005,60150, TX,Ford,F-1502WD
20786,2016,37680, WI,Ford,Escape4WD
5500,2008,148123, LA,Ford,EscapeFWD
6493,2010,162447, IN,Ford,EscapeFWD
16900,2014,39922, VA,Ford,MustangCoupe
17992,2014,41192, GA,Ford,MustangCoupe
18990,2014,28806, TX,Ford,EdgeSE
21975,2016,9568, MO,Ford,FocusHatchback
19711,2016,33496, CA,Ford,MustangConvertible
22500,2016,7158, IN,Ford,MustangFastback
6951,2008,124107, TX,Ford,Mustang2dr
22493,2017,31234, FL,Ford,Escape4WD
17991,2014,64440, TX,Ford,ExplorerBase
19991,2016,30175, CA,Ford,MustangConvertible
10900,2005,41379, FL,Ford,Mustang2dr
9487,2012,79280, ME,Ford,Fusion4dr
18495,2014,44433, MI,Ford,EscapeTitanium
13990,2013,70701, IN,Ford,EdgeSE
21898,2016,40021, AZ,Ford,Escape4WD
14400,2012,65815, TX,Ford,F-1502WD
14988,2011,40310, TX,Ford,F-1502WD
11998,2010,72606, TX,Ford,Mustang2dr
19999,2015,20266, CA,Ford,FocusHatchback
18900,2015,44354, TX,Ford,FocusHatchback
19960,2014,15136, TX,Ford,MustangConvertible
14997,2013,87859, Ga,Ford,EdgeSEL
20500,2016,16923, TN,Ford,FocusHatchback
10494,2011,99697, TN,Ford,Mustang2dr
19250,2016,38120, TX,Ford,MustangFastback
14235,2011,61511, IL,Ford,Edge4dr
16995,2013,82450, GA,Ford,FusionSE
22525,2017,32227, MD,Ford,Escape4WD
6981,2008,72132, FL,Ford,Taurus4dr
20499,2016,25237, NC,Ford,MustangFastback
21977,2016,19329, OR,Ford,Escape4WD
15993,2014,64508, PA,Ford,EscapeSE
17597,2013,39125, AZ,Ford,FocusHatchback
18193,2015,34621, OH,Ford,MustangFastback
11988,2007,55572, TN,Ford,F-1502WD
7995,2007,91202, TX,Ford,F-1502WD
9995,2008,76913, GA,Ford,Edge4dr
12900,2011,81813, IL,Ford,Edge4dr
19251,2014,27599, IA,Ford,EscapeTitanium
19929,2015,32371, IL,Ford,FocusHatchback
21976,2016,24758, MI,Ford,EscapeFWD
20537,2016,37902, SC,Ford,EscapeFWD
21900,2016,8504, AR,Ford,MustangFastback
16588,2013,43818, GA,Ford,EdgeSEL
18977,2014,41714, MA,Ford,EscapeTitanium
6425,2008,140472, FL,Ford,Edge4dr
22125,2017,37245, FL,Ford,Escape4WD
13294,2012,80960, FL,Ford,EscapeFWD
22525,2017,32440, WI,Ford,Escape4WD
21959,2015,7372, IL,Ford,FocusHatchback
22125,2017,37266, FL,Ford,Escape4WD
21988,2017,21236, TX,Ford,EscapeFWD
16297,2013,60610, AZ,Ford,EdgeLimited
17000,2014,51557, CA,Ford,EscapeSE
18995,2016,51803, KY,Ford,F-1502WD
18988,2014,47435, NH,Ford,EscapeTitanium
13249,2011,78429, CA,Ford,Edge4dr
16995,2014,53638, CO,Ford,EscapeSE
22525,2017,35578, MN,Ford,Escape4WD
20910,2015,16583, TX,Ford,MustangFastback
15995,2012,90130, GA,Ford,Fusion4dr
17999,2014,44006, IL,Ford,EdgeSEL
21399,2015,30721, KS,Ford,ExplorerBase
4900,2002,112900, MI,Ford,Escape4dr
10995,2011,90225, NC,Ford,Mustang2dr
22315,2017,25200, FL,Ford,MustangEcoBoost
20577,2015,32117, AL,Ford,EscapeFWD
20470,2016,32189, UT,Ford,Escape4WD
20988,2016,22778, TN,Ford,MustangFastback
19500,2015,46939, WI,Ford,FocusHatchback
22525,2017,35696, IL,Ford,Escape4WD
17999,2013,38944, CO,Ford,EdgeSEL
9995,2009,102922, OK,Ford,Edge4dr
14988,2014,78315, TX,Ford,EdgeSEL
21995,2015,15372, MI,Ford,Escape4WD
19799,2016,19697, MD,Ford,FiestaHatchback
10900,2008,89894, NE,Ford,Explorer4WD
10985,2011,94190, GA,Ford,Edge4dr
2950,2007,156067, TX,Ford,Focus4dr
19499,2014,35212, GA,Ford,EscapeTitanium
14744,2014,79661, NJ,Ford,EscapeSE
13400,2013,103347, OK,Ford,EdgeLimited
18991,2014,42247, NC,Ford,EscapeTitanium
17995,2015,42992, CA,Ford,MustangFastback
15888,2014,52904, NC,Ford,MustangCoupe
21999,2016,6335, MO,Ford,MustangFastback
19995,2015,21881, NC,Ford,MustangFastback
20480,2017,32491, PA,Ford,EscapeFWD
22525,2017,31452, TX,Ford,Escape4WD
20990,2015,9924, GA,Ford,MustangConvertible
15999,2013,46248, VA,Ford,FocusHatchback
16995,2014,56519, CT,Ford,EscapeTitanium
9495,2010,98096, TX,Ford,F-1502WD
20350,2016,31062, NC,Ford,MustangConvertible
10995,2012,94735, VA,Ford,Mustang2dr
22525,2017,31531, OH,Ford,Escape4WD
11995,2014,102428, CA,Ford,F-1502WD
23025,2017,25535, IL,Ford,Escape4WD
23025,2017,25539, MD,Ford,Escape4WD
17988,2014,40766, CO,Ford,EscapeTitanium
10295,2010,98649, MI,Ford,F-1502WD
18700,2015,30921, CA,Ford,MustangFastback
9599,2010,120450, VA,Ford,Explorer4WD
21895,2016,26836, MI,Ford,Escape4WD
14899,2010,48605, DE,Ford,Edge4dr
13980,2011,59198, FL,Ford,Edge4dr
5650,2007,130074, NC,Ford,Escape2WD
22525,2017,32512, FL,Ford,Escape4WD
20453,2014,21847, SC,Ford,EscapeTitanium
20000,2015,26094, KY,Ford,EscapeFWD
5989,2006,114770, FL,Ford,Explorer4dr
7995,2010,111884, NJ,Ford,Edge4dr
17390,2015,63249, PA,Ford,Escape4WD
20777,2016,35820, MI,Ford,Escape4WD
22525,2017,32559, AZ,Ford,Escape4WD
10900,2011,111144, NC,Ford,EscapeFWD
16306,2013,55241, AZ,Ford,FocusHatchback
4695,2005,123945, WI,Ford,Explorer4dr
18994,2015,34892, GA,Ford,MustangFastback
16938,2014,51250, AL,Ford,MustangCoupe
13995,2011,64624, OH,Ford,Edge4dr
8995,2008,98506, SC,Ford,EscapeFWD
11944,2011,89336, IL,Ford,Edge4dr
8498,2010,113479, TX,Ford,Mustang2dr
16990,2013,37023, IL,Ford,MustangCoupe
18690,2015,28965, VA,Ford,MustangConvertible
8700,2008,115762, MI,Ford,EscapeFWD
17999,2014,51521, MO,Ford,EscapeTitanium
15988,2014,78532, FL,Ford,ExplorerBase
15998,2014,60217, TX,Ford,MustangCoupe
16555,2014,62340, AZ,Ford,ExplorerBase
20849,2016,11599, NV,Ford,MustangFastback
23025,2017,26643, FL,Ford,Escape4WD
23025,2017,26675, FL,Ford,Escape4WD
17750,2014,23478, KY,Ford,MustangCoupe
17693,2014,30763, OH,Ford,EdgeSEL
17695,2014,53053, IL,Ford,EscapeTitanium
26681,2017,16545, WI,Ford,FusionPlatinum
10595,2008,71809, NJ,Ford,Edge4dr
10444,2009,91720, WI,Ford,Edge4dr
20097,2017,44082, IN,Ford,EscapeFWD
11838,2009,83489, NM,Ford,Escape4WD
9999,2007,69248, WA,Ford,F-1502WD
17995,2014,33858, NJ,Ford,FocusHatchback
2988,2002,111382, MN,Ford,Focus4dr
17995,2014,40461, CA,Ford,MustangCoupe
18000,2014,56691, MI,Ford,EscapeTitanium
14900,2013,68760, TX,Ford,MustangCoupe
5995,2005,110769, OH,Ford,Escape4dr
22525,2017,34558, IN,Ford,Escape4WD
21725,2017,44200, CO,Ford,Escape4WD
20786,2015,11798, CA,Ford,EdgeSE
18000,2015,52222, NY,Ford,Escape4WD
20599,2014,41824, FL,Ford,EscapeTitanium
16725,2013,68819, KS,Ford,ExplorerBase
21995,2015,25982, IN,Ford,Escape4WD
7995,2008,112560, UT,Ford,Escape4WD
21815,2017,30177, MA,Ford,MustangEcoBoost
16977,2014,58667, OH,Ford,EscapeTitanium
20000,2015,27557, MO,Ford,F-1502WD
21989,2017,20240, LA,Ford,MustangEcoBoost
4999,1999,76562, AL,Ford,F-2502WD
22525,2017,34670, MO,Ford,Escape4WD
6888,2004,88233, FL,Ford,Mustang2dr
17999,2015,35409, CA,Ford,MustangFastback
7414,2010,132903, MO,Ford,EscapeFWD
17750,2014,20006, KY,Ford,MustangCoupe
12969,2012,60467, TX,Ford,Mustang2dr
20967,2017,39726, CO,Ford,EscapeFWD
13994,2013,66478, TN,Ford,MustangCoupe
21367,2017,34917, MD,Ford,EscapeFWD
16422,2013,64984, NY,Ford,EscapeTitanium
9899,2010,87833, CO,Ford,ExplorerRWD
20000,2015,23271, NM,Ford,Escape4WD
15550,2013,41171, AZ,Ford,FocusHatchback
20584,2014,12046, TN,Ford,EscapeTitanium
20967,2017,39772, CA,Ford,EscapeFWD
10943,2010,80387, NY,Ford,Escape4WD
22567,2017,20513, NC,Ford,EscapeFWD
21295,2017,12023, CA,Ford,MustangV6
5491,2006,111912, AZ,Ford,Escape4dr
18997,2014,34439, GA,Ford,EscapeTitanium
15971,2014,45256, VA,Ford,FocusHatchback
16583,2014,50114, TX,Ford,MustangCoupe
21867,2017,28979, FL,Ford,EscapeFWD
18495,2014,15852, TX,Ford,MustangCoupe
16876,2012,36268, ND,Ford,Escape4WD
20967,2017,39837, CA,Ford,EscapeFWD
14999,2013,79320, WA,Ford,EscapeSEL
11995,2012,85250, TX,Ford,EscapeFWD
17997,2014,38673, WI,Ford,EscapeTitanium
19999,2015,32392, NC,Ford,Escape4WD
14991,2011,50884, OR,Ford,Edge4dr
15999,2014,65818, CA,Ford,EscapeSE
16990,2014,39133, LA,Ford,MustangConvertible
11006,2013,100531, AZ,Ford,MustangCoupe
21860,2016,12290, TX,Ford,EscapeFWD
21367,2017,35082, FL,Ford,EscapeFWD
8500,2008,82523, TX,Ford,F-1502WD
15498,2013,50659, MI,Ford,FocusHatchback
15995,2013,55560, MN,Ford,EscapeSEL
19761,2015,19500, FL,Ford,MustangFastback
9225,2010,100295, ME,Ford,Escape4WD
22567,2017,21557, FL,Ford,EscapeFWD
13495,2012,80537, AL,Ford,EscapeFWD
6095,2007,105007, NJ,Ford,EdgeFWD
17988,2016,48471, NY,Ford,Escape4WD
22389,2017,2669, AZ,Ford,MustangEcoBoost
21367,2017,36037, TX,Ford,EscapeFWD
17995,2014,31205, IN,Ford,EscapeTitanium
21590,2017,15873, CO,Ford,Escape4WD
22567,2017,21599, PA,Ford,EscapeFWD
15978,2014,53188, KY,Ford,EdgeSE
6944,2007,94026, PA,Ford,Mustang2dr
12988,2015,100135, IL,Ford,Escape4WD
15499,2013,68110, DE,Ford,EscapeSEL
15872,2013,48751, IA,Ford,EdgeSEL
20995,2017,30738, IL,Ford,EscapeFWD
5354,2007,132024, FL,Ford,Escape4WD
20400,2014,19286, PA,Ford,EscapeSE
4990,2007,117909, SC,Ford,Focus5dr
16995,2014,81866, GA,Ford,FusionSE
19888,2016,26857, AZ,Ford,MustangFastback
21367,2017,36120, TX,Ford,EscapeFWD
5988,2006,106955, TX,Ford,Escape4dr
18494,2014,38415, TX,Ford,EscapeTitanium
15999,2015,57000, FL,Ford,EscapeFWD
6000,2008,139980, MN,Ford,EscapeFWD
21367,2017,36184, FL,Ford,EscapeFWD
19588,2016,36124, VA,Ford,MustangFastback
14800,2013,59415, FL,Ford,EdgeSEL
5977,2008,128080, UT,Ford,Escape4WD
15651,2013,42480, TX,Ford,EdgeSEL
17000,2013,47851, MI,Ford,EscapeSEL
20300,2015,22029, FL,Ford,EscapeFWD
18599,2014,29835, FL,Ford,EscapeTitanium
21367,2017,36679, TX,Ford,EscapeFWD
12750,2013,81364, AZ,Ford,MustangCoupe
18990,2016,33906, MN,Ford,MustangFastback
9593,2011,107255, WA,Ford,Escape4WD
15950,2014,47218, PA,Ford,EdgeSE
23890,2017,13087, UT,Ford,Escape4WD
23167,2017,15037, FL,Ford,EscapeFWD
15598,2014,57572, AZ,Ford,MustangCoupe
19500,2014,11994, MO,Ford,EdgeSE
17480,2014,48276, PA,Ford,Fusion
21367,2017,36767, NC,Ford,EscapeFWD
3774,2003,106321, NJ,Ford,Explorer4dr
12990,2015,100820, VA,Ford,Escape4WD
23167,2017,15108, NC,Ford,EscapeFWD
18165,2014,36493, FL,Ford,EscapeTitanium
13480,2010,61752, NC,Ford,Escape4WD
17225,2014,28433, FL,Ford,EdgeSE
16581,2014,45522, CA,Ford,MustangCoupe
18490,2015,31431, AL,Ford,MustangFastback
18499,2014,29268, FL,Ford,EscapeTitanium
17599,2014,33806, GA,Ford,MustangConvertible
21367,2017,36838, TX,Ford,EscapeFWD
20895,2017,25378, TX,Ford,EscapeFWD
16950,2014,35739, GA,Ford,F-1502WD
16667,2014,72525, VA,Ford,EscapeTitanium
19488,2016,38690, CA,Ford,MustangConvertible
19888,2015,37499, OH,Ford,EscapeFWD
21000,2016,14316, MD,Ford,MustangConvertible
17900,2016,46350, CA,Ford,MustangConvertible
22567,2017,23044, NY,Ford,EscapeFWD
19873,2014,22846, PA,Ford,EscapeSE
19995,2016,35605, AZ,Ford,Escape4WD
10750,2012,99575, KS,Ford,Mustang2dr
22567,2017,23089, MN,Ford,EscapeFWD
23900,2017,3396, MO,Ford,EscapeFWD
19498,2014,27221, TX,Ford,EscapeTitanium
13000,2012,83079, MO,Ford,Escape4WD
22567,2017,23107, FL,Ford,EscapeFWD
19999,2016,15170, TX,Ford,MustangFastback
10300,2011,99806, MI,Ford,Edge4dr
18734,2015,32986, IL,Ford,EdgeSE
5999,2006,115388, LA,Ford,Escape4dr
22567,2017,23136, FL,Ford,EscapeFWD
19950,2016,33364, PA,Ford,Escape4WD
15591,2013,51034, FL,Ford,MustangCoupe
13695,2014,84555, IL,Ford,EscapeSE
20000,2014,26108, TX,Ford,EscapeTitanium
12900,2011,79502, IN,Ford,Edge4dr
23981,2015,17369, CA,Ford,FusionTitanium
12950,2014,93550, FL,Ford,EscapeSE
8995,2008,76578, PA,Ford,Mustang2dr
7820,2010,125536, FL,Ford,EscapeFWD
20200,2016,37743, FL,Ford,MustangConvertible
14995,2013,50565, CO,Ford,FocusHatchback
5800,2006,151167, UT,Ford,Fusion4dr
18361,2014,38258, IL,Ford,EscapeSE
12497,2015,107661, MI,Ford,Escape4WD
16124,2014,54207, TX,Ford,FocusHatchback
15995,2014,49622, TX,Ford,MustangCoupe
21175,2015,59168, FL,Ford,FusionTitanium
21400,2015,15441, IL,Ford,Escape4WD
13725,2014,82016, FL,Ford,MustangCoupe
12988,2012,73692, KY,Ford,Mustang2dr
11395,2011,88512, TX,Ford,Edge4dr
4995,2005,112947, HI,Ford,Escape4dr
12997,2014,37571, AZ,Ford,TaurusSE
19992,2015,18398, CT,Ford,FocusHatchback
16191,2014,60874, IL,Ford,EscapeTitanium
17498,2011,21499, NC,Ford,Edge4dr
16391,2013,57619, FL,Ford,EdgeSEL
5837,2009,137289, IL,Ford,Focus4dr
20995,2015,26000, KS,Ford,FocusHatchback
10999,2010,95734, CO,Ford,Escape4WD
20888,2017,34625, CA,Ford,Escape4WD
20995,2014,24676, OR,Ford,EscapeTitanium
18417,2014,34402, AZ,Ford,FocusHatchback
14490,2012,45899, NJ,Ford,Mustang2dr
19995,2015,33423, MI,Ford,Escape4WD
25999,2017,2335, CA,Ford,C-Max
14497,2014,63056, AL,Ford,MustangCoupe
6431,2010,136890, OH,Ford,EscapeFWD
11995,2013,107418, CA,Ford,EscapeSEL
17567,2014,39655, MD,Ford,EdgeSE
21000,2014,17772, RI,Ford,EscapeTitanium
17000,2014,49238, PA,Ford,EdgeSE
4999,2004,126773, TX,Ford,Escape4dr
16995,2014,45001, AZ,Ford,FocusHatchback
22525,2017,33633, AZ,Ford,Escape4WD
17940,2015,52005, GA,Ford,Escape4WD
22756,2017,758, NC,Ford,F-150XL
10500,2010,116659, FL,Ford,Edge4dr
9999,2009,95428, MN,Ford,F-1502WD
10000,2005,61026, MO,Ford,F-1502WD
13450,2012,80334, NC,Ford,EscapeFWD
17995,2015,46125, TX,Ford,MustangFastback
19750,2015,30960, OH,Ford,MustangFastback
21018,2016,24949, DE,Ford,MustangFastback
22125,2017,38531, OH,Ford,Escape4WD
14537,2011,60119, TX,Ford,Edge4dr
15995,2013,58589, NH,Ford,EscapeSEL
22525,2017,33725, CA,Ford,Escape4WD
14300,2006,26651, MD,Ford,Mustang2dr
23380,2017,16293, FL,Ford,Escape4WD
14998,2012,48450, NC,Ford,Mustang2dr
19432,2015,36288, VA,Ford,MustangFastback
22125,2017,38588, CA,Ford,Escape4WD
13475,2014,97268, CA,Ford,MustangCoupe
15995,2014,63788, NC,Ford,MustangCoupe
11689,2013,110771, NJ,Ford,EdgeSE
8494,2011,131507, CO,Ford,Escape4WD
19843,2015,30425, WI,Ford,Escape4WD
18999,2014,17805, IL,Ford,MustangConvertible
19995,2014,28647, PA,Ford,EscapeTitanium
17999,2015,38463, WA,Ford,MustangFastback
9991,2008,89076, TX,Ford,Edge4dr
8200,2009,109861, SC,Ford,EscapeFWD
11995,2011,72088, CA,Ford,Edge4dr
13195,2013,84137, KY,Ford,EscapeSE
13595,2014,87391, NC,Ford,EscapeSE
15906,2014,60202, CA,Ford,MustangCoupe
21942,2015,16223, NC,Ford,EdgeSE
19450,2016,31472, NC,Ford,MustangConvertible
15900,2014,60204, NY,Ford,EscapeTitanium
16991,2014,54865, OH,Ford,EscapeTitanium
4998,2000,78720, WA,Ford,Mustang2dr
13500,2013,71253, FL,Ford,EdgeSEL
19982,2015,26869, AL,Ford,EscapeFWD
11963,2013,114293, TX,Ford,EscapeTitanium
10400,2010,96879, IL,Ford,Edge4dr
8888,2006,75897, CA,Ford,Escape4dr
15537,2014,64978, VA,Ford,MustangCoupe
10807,2012,99032, TX,Ford,ExplorerFWD
21495,2017,28513, ME,Ford,Escape4WD
21955,2017,33915, MO,Ford,Escape4WD
11974,2013,101594, AZ,Ford,EscapeTitanium
18491,2016,43098, FL,Ford,MustangConvertible
23167,2017,18211, CA,Ford,EscapeFWD
19885,2017,38092, CA,Ford,EscapeFWD
10995,2011,93552, VA,Ford,Escape4WD
15165,2013,57359, MO,Ford,MustangConvertible
4997,2008,178542, MN,Ford,Fusion4dr
5500,2002,104967, CO,Ford,Explorer4dr
23167,2017,18240, CA,Ford,EscapeFWD
17499,2014,50885, NY,Ford,EscapeTitanium
23988,2017,13301, TX,Ford,Fusion
21552,2016,10591, MA,Ford,FocusHatchback
18995,2016,27274, NY,Ford,MustangConvertible
20000,2016,22429, GA,Ford,F-1502WD
7980,2009,123077, TN,Ford,EscapeFWD
4749,2002,78966, FL,Ford,Mustang2dr
23167,2017,18815, CA,Ford,EscapeFWD
17987,2016,42512, CA,Ford,MustangConvertible
3999,2005,126810, AZ,Ford,Escape4dr
15980,2014,50168, CA,Ford,FocusHatchback
12991,2011,77318, FL,Ford,EscapeFWD
20000,2016,31469, VA,Ford,MustangFastback
16891,2014,38353, TX,Ford,MustangCoupe
16921,2014,36823, WI,Ford,MustangCoupe
11558,2014,113232, AL,Ford,EscapeSE
18386,2015,34646, UT,Ford,FocusHatchback
11455,2012,95573, AZ,Ford,Mustang2dr
11995,2009,69447, IN,Ford,ExplorerRWD
21031,2016,36021, OR,Ford,Escape4WD
16625,2014,66990, IL,Ford,EscapeTitanium
15500,2013,62296, AR,Ford,ExplorerBase
21995,2016,14615, MA,Ford,Escape4WD
18194,2015,41980, AK,Ford,Escape4WD
11883,2013,97616, LA,Ford,MustangCoupe
16992,2013,43487, NC,Ford,FocusHatchback
18988,2014,27676, WI,Ford,EscapeTitanium
16980,2013,50353, NC,Ford,FocusHatchback
17397,2014,30019, IL,Ford,MustangCoupe
20288,2014,15644, TX,Ford,EscapeTitanium
16250,2013,38959, KY,Ford,EdgeSEL
9995,2009,89172, CA,Ford,EscapeFWD
15000,2015,80513, MS,Ford,EscapeFWD
16000,2014,75678, OK,Ford,EscapeTitanium
