Price,Year,Mileage,State,Make,Model
33100,2014,36495, PA,Ford,F-1504WD
34799,2016,34185, MN,Ford,F-1504WD
28482,2014,71885, FL,Ford,ExplorerSport
35499,2016,11472, FL,Ford,F-1504WD
35941,2017,19839, MS,Ford,ExplorerFWD
34482,2016,31770, RI,Ford,Explorer4WD
28350,2013,83634, NC,Ford,F-150SuperCrew
33999,2014,12422, FL,Ford,F-1504WD
36759,2016,223, FL,Ford,F-1502WD
30990,2015,47444, FL,Ford,F-1504WD
33500,2015,27043, WI,Ford,F-1504WD
21150,2008,154435, NM,Ford,Super
30991,2013,39877, NJ,Ford,F-150SuperCrew
5863,2006,123934, AZ,Ford,Escape4dr
32691,2013,39252, IA,Ford,F-150SuperCrew
33556,2015,25838, OK,Ford,F-1504WD
28888,2015,48701, AZ,Ford,Super
27980,2014,88520, MO,Ford,F-1504WD
13950,2010,112481, NC,Ford,Mustang2dr
32987,2014,19171, MD,Ford,ExplorerSport
17998,2007,170017, SC,Ford,Super
18990,2013,22675, NY,Ford,EscapeTitanium
35493,2016,18292, FL,Ford,Explorer4WD
20946,2013,70252, TX,Ford,MustangCoupe
23995,2014,44952, FL,Ford,EdgeLimited
26988,2014,88043, AZ,Ford,F-1504WD
29950,2012,43715, TX,Ford,F-1504WD
8999,2008,140862, OR,Ford,Escape4WD
28999,2016,4553, AZ,Ford,FlexSEL
31924,2015,39288, MI,Ford,F-1504WD
22988,2013,137504, TN,Ford,F-150SuperCrew
27995,2012,73196, WA,Ford,F-1504WD
35045,2017,34999, KY,Ford,Explorer4WD
16995,2014,56270, TN,Ford,EscapeSE
32991,2014,32391, FL,Ford,F-1502WD
16006,2011,34811, TN,Ford,Edge4dr
12995,2006,93208, MD,Ford,F-1502WD
15500,2014,54747, NC,Ford,FocusHatchback
36377,2016,7755, IL,Ford,FocusHatchback
13995,2010,91476, PA,Ford,Escape4WD
28489,2014,43485, SC,Ford,ExpeditionXLT
22575,2012,115363, MT,Ford,Super
36715,2016,301, VA,Ford,F-1504WD
28975,2008,27528, VA,Ford,Mustang2dr
32981,2014,35285, CO,Ford,F-1504WD
22993,2010,73521, NY,Ford,Super
10200,2014,201069, TX,Ford,Transit
35977,2016,17856, TX,Ford,F-1504WD
23995,2009,109028, FL,Ford,Super
6500,2003,243055, NC,Ford,F-1504WD
7999,2008,112334, WI,Ford,Escape4WD
26400,2015,67907, MI,Ford,Super
27000,2015,104868, MO,Ford,F-1504WD
35598,2016,23411, CO,Ford,Explorer4WD
36746,2017,16172, NJ,Ford,Explorer4WD
15957,2016,20053, MO,Ford,TaurusSE
32998,2015,38321, PA,Ford,F-1504WD
24995,2011,87663, GA,Ford,F-1504WD
27991,2013,81196, TX,Ford,F-150SuperCrew
11878,2012,101601, CA,Ford,Escape4WD
32995,2014,41994, Md,Ford,F-1504WD
4500,1999,257902, TN,Ford,Super
27445,2013,74975, CA,Ford,F-150SuperCrew
23991,2008,110429, FL,Ford,Super
28459,2013,72601, RI,Ford,F-150SuperCrew
29152,2014,67950, MS,Ford,F-1504WD
33981,2015,37161, NC,Ford,F-1504WD
35998,2016,12873, NC,Ford,ExplorerFWD
25730,2015,20858, PA,Ford,FlexSEL
29995,2014,62749, MT,Ford,F-1504WD
19967,2013,32350, NY,Ford,EscapeTitanium
36988,2016,8026, AL,Ford,F-1504WD
35987,2016,18135, NC,Ford,F-1504WD
19285,2015,28566, MD,Ford,FocusSedan
33900,2014,21271, SC,Ford,F-1504WD
31963,2016,21325, MA,Ford,Super
11250,2013,86838, CA,Ford,Transit
27947,2016,17373, MO,Ford,FlexSEL
15801,2005,25716, NY,Ford,Mustang2dr
23977,2014,47990, TX,Ford,FlexSEL
23988,2016,20439, TX,Ford,MustangFastback
32991,2015,36141, TX,Ford,F-1504WD
32480,2016,37159, PA,Ford,F-1504WD
26200,2012,92147, UT,Ford,F-1504WD
13995,2010,53374, KY,Ford,Edge4dr
23354,2015,65546, KS,Ford,Transit
26995,2012,88620, AZ,Ford,F-1502WD
33998,2015,27310, PA,Ford,F-1504WD
17990,2013,28339, NY,Ford,EdgeSE
29000,2013,67053, OH,Ford,F-150SuperCrew
30956,2013,48270, NC,Ford,F-150SuperCrew
27481,2015,14454, TX,Ford,FlexLimited
32525,2014,38333, MA,Ford,ExplorerSport
23686,2015,65022, WI,Ford,FlexSEL
27699,2011,65607, MN,Ford,F-1504WD
11885,2013,113153, MO,Ford,EscapeSEL
18477,2002,29511, IN,Ford,Thunderbird2dr
31493,2014,50310, WA,Ford,F-1504WD
35920,2016,16914, IL,Ford,F-1504WD
3550,2000,179049, NC,Ford,Ranger2WD
39394,2017,5923, VA,Ford,F-150XLT
19500,2014,43503, CA,Ford,Fusion
19095,2014,42555, SD,Ford,FiestaHatchback
33889,2014,40795, WA,Ford,F-1504WD
24802,2012,87820, FL,Ford,Expedition2WD
3995,2001,102014, AZ,Ford,Focus4dr
35007,2016,7802, AL,Ford,Super
17995,2013,40387, CT,Ford,F-150Regular
28995,2014,79190, FL,Ford,F-1504WD
20990,2015,24024, CA,Ford,MustangFastback
18997,2014,41850, CA,Ford,EscapeTitanium
29492,2012,68275, AZ,Ford,F-1504WD
29950,2016,9375, CA,Ford,FlexSEL
33075,2016,18875, MS,Ford,Super
35991,2015,13433, GA,Ford,F-1504WD
22998,2010,117084, CO,Ford,F-1504WD
26888,2008,94245, AZ,Ford,Super
28990,2013,58537, CO,Ford,F-150SuperCrew
25972,2011,77687, NC,Ford,F-1504WD
35488,2017,14701, TN,Ford,F-150XLT
5500,2007,209931, MI,Ford,Econoline
32459,2016,44960, TX,Ford,F-1504WD
31721,2015,57830, GA,Ford,ExplorerXLT
21787,2016,18939, MA,Ford,Escape4WD
23990,2009,94247, IL,Ford,F-1504WD
33995,2015,19198, CA,Ford,F-1504WD
6500,2004,163024, SC,Ford,Econoline
36595,2017,15206, NJ,Ford,F-150XLT
32990,2016,36255, FL,Ford,F-1504WD
26900,2012,40775, CO,Ford,Expedition4WD
29694,2013,66607, CO,Ford,F-150SuperCrew
27901,2014,61366, OK,Ford,ExpeditionXLT
35295,2017,20840, GA,Ford,F-150Platinum
30660,2014,58281, UT,Ford,F-1504WD
31941,2014,44878, CA,Ford,F-1502WD
28999,2013,70726, NC,Ford,F-150SuperCrew
25766,2012,94179, GA,Ford,F-1504WD
23480,2011,107905, CA,Ford,F-1504WD
33390,2015,34056, PA,Ford,F-1504WD
2869,2007,169624, OH,Ford,Focus4dr
34000,2015,13622, CA,Ford,F-1502WD
36450,2017,13153, NC,Ford,F-150XLT
20644,2015,16279, GA,Ford,MustangFastback
28771,2014,82059, MD,Ford,F-1504WD
31998,2016,38856, NC,Ford,Expedition
35995,2016,11242, DE,Ford,F-1504WD
34900,2016,30328, TN,Ford,Explorer4WD
21941,2017,30909, NJ,Ford,Escape4WD
28799,2011,65815, NY,Ford,F-150AWD
33295,2013,60279, SC,Ford,Super
26900,2014,100816, LA,Ford,F-1502WD
24791,2011,88600, NC,Ford,Super
34450,2015,37951, NC,Ford,F-1504WD
28888,2013,80284, TX,Ford,F-150SuperCrew
10990,2007,244859, MS,Ford,F-1504WD
32200,2013,41056, MS,Ford,F-150SuperCrew
31794,2016,37969, CA,Ford,Expedition2WD
3995,2000,180459, CA,Ford,Ranger2WD
4998,2000,170501, CO,Ford,"Excursion137"""
28777,2015,10176, MI,Ford,EdgeSEL
31000,2016,39237, CA,Ford,Expedition
5000,2004,125043, MD,Ford,Explorer4dr
34858,2016,39410, FL,Ford,Explorer4WD
32515,2016,38519, FL,Ford,Expedition2WD
20990,2012,68580, MS,Ford,Explorer4WD
34695,2015,35916, TX,Ford,F-1504WD
7995,2007,139423, AL,Ford,Mustang2dr
31644,2013,67515, TN,Ford,F-150SuperCrew
24786,2011,3249, WI,Ford,Mustang2dr
32980,2014,45666, TX,Ford,F-1502WD
9723,2007,77640, TX,Ford,F-1502WD
22995,2015,68618, IL,Ford,Transit
25897,2011,85345, SC,Ford,F-1504WD
30998,2014,57299, FL,Ford,F-1502WD
2999,1997,156671, WA,Ford,Ranger2WD
36999,2016,5097, CO,Ford,F-1504WD
36530,2016,10759, OK,Ford,F-1504WD
19995,2015,37510, CA,Ford,Fusion
22501,2013,148004, TN,Ford,F-150SuperCrew
35994,2015,9137, KY,Ford,F-1504WD
32898,2014,43628, AL,Ford,F-1504WD
27990,2014,38500, TX,Ford,Super
14995,2013,71671, OH,Ford,EdgeSE
27994,2015,68887, MT,Ford,Expedition
31425,2014,47903, NY,Ford,F-1504WD
14995,2000,157063, VA,Ford,Super
19900,2015,34560, NC,Ford,EscapeFWD
36991,2017,13792, TX,Ford,ExplorerFWD
26573,2013,95793, AL,Ford,F-150SuperCrew
26990,2014,93408, TN,Ford,F-1504WD
34786,2015,22734, NC,Ford,F-1502WD
32999,2016,50252, OR,Ford,Explorer4WD
30480,2014,66827, AZ,Ford,F-1504WD
20923,2014,26616, AL,Ford,EscapeTitanium
31919,2016,40661, KS,Ford,Expedition4WD
17487,2014,55730, MA,Ford,EscapeSE
29166,2011,48034, IN,Ford,F-1504WD
25840,2014,120766, MO,Ford,F-1504WD
34998,2017,25851, PA,Ford,F-150XLT
20950,2007,138105, TX,Ford,Super
12988,2004,81524, CO,Ford,F-1504WD
34884,2015,25364, CA,Ford,ExplorerSport
17543,2013,106453, WI,Ford,EdgeLimited
34973,2017,23267, NC,Ford,F-150XLT
7499,2005,73494, AZ,Ford,Expedition5.4L
26000,2012,98181, OR,Ford,F-1504WD
32808,2016,9568, FL,Ford,Super
33997,2015,19337, AR,Ford,F-1504WD
10636,2010,99786, CO,Ford,Escape4WD
30787,2016,38477, TN,Ford,Expedition
32634,2017,26251, CO,Ford,ExpeditionLimited
3392,2005,139985, GA,Ford,Focus4dr
29801,2014,82802, OK,Ford,F-1504WD
7995,2006,86160, MO,Ford,Mustang2dr
33991,2015,30626, WI,Ford,ExplorerSport
36730,2016,8426, FL,Ford,MustangFastback
21275,2016,14783, TX,Ford,F-1502WD
34777,2014,29859, CA,Ford,ExplorerSport
36478,2016,21494, PA,Ford,Explorer4WD
34995,2015,48098, NJ,Ford,ExplorerSport
13000,2010,70223, IL,Ford,Mustang2dr
35938,2016,16312, TX,Ford,F-1504WD
36997,2017,16488, NV,Ford,F-150Platinum
27900,2017,2574, NY,Ford,FusionSE
14000,2006,142459, TX,Ford,Super
19995,2006,157086, WA,Ford,Super
36997,2016,11460, AR,Ford,F-1504WD
36971,2017,22998, NC,Ford,F-150XL
23950,2015,83960, CA,Ford,Super
32593,2014,41758, OH,Ford,F-1504WD
32995,2014,37489, OR,Ford,F-1504WD
33600,2015,44987, UT,Ford,ExplorerSport
29900,2013,57824, GA,Ford,F-150SuperCrew
17895,2013,29866, CA,Ford,F-150Regular
34991,2015,28821, CO,Ford,F-1504WD
31500,2014,53663, TX,Ford,F-1504WD
20995,2015,30107, IL,Ford,EscapeFWD
21991,2009,56682, FL,Ford,Super
25981,2011,84829, NC,Ford,F-1504WD
35975,2016,22438, NC,Ford,Explorer4WD
34677,2017,26979, OH,Ford,F-150XLT
31000,2016,45187, IN,Ford,Expedition4WD
34779,2014,20238, CA,Ford,F-1502WD
10967,2011,100196, TX,Ford,Edge4dr
7995,2000,123483, WA,Ford,Ranger4WD
31400,2016,13576, IL,Ford,Transit
13800,2003,80193, OH,Ford,Thunderbird2dr
30813,2013,45041, NJ,Ford,MustangCoupe
21999,2009,120755, WA,Ford,F-1504WD
37599,2017,20, NC,Ford,F-150XLT
34950,2016,22670, IL,Ford,Explorer4WD
34991,2016,26478, TN,Ford,F-1504WD
28500,2015,68188, WI,Ford,Expedition4WD
32695,2014,34981, NC,Ford,F-1504WD
24795,2014,30699, CT,Ford,EdgeSEL
18250,2003,25833, MD,Ford,Thunderbird2dr
29873,2013,64355, TX,Ford,F-150SuperCrew
19500,2013,197010, GA,Ford,F-150SuperCrew
24995,2011,92153, TX,Ford,F-1504WD
36998,2016,12056, KS,Ford,Explorer4WD
27767,2013,82022, TX,Ford,F-150SuperCrew
9995,2006,140978, NH,Ford,Super
27888,2013,84927, AZ,Ford,F-150SuperCrew
18995,2013,31447, SC,Ford,EdgeSEL
28985,2008,69701, ID,Ford,Super
12500,2006,110824, VA,Ford,Super
36599,2016,15690, CO,Ford,F-1504WD
25750,2010,92020, IN,Ford,F-1504WD
11280,2008,66942, WA,Ford,Mustang2dr
20875,2014,22734, FL,Ford,EscapeSE
29488,2014,73290, TX,Ford,F-1504WD
37175,2017,14276, FL,Ford,F-150XLT
27148,2013,100742, NC,Ford,F-150SuperCrew
31170,2014,52006, TN,Ford,F-1504WD
29995,2014,68238, VT,Ford,F-1504WD
24999,2011,133034, FL,Ford,Super
38599,2016,31933, CO,Ford,Super
8914,2007,132819, TN,Ford,Expedition2WD
29791,2013,61732, FL,Ford,MustangCoupe
33090,2014,31164, CO,Ford,F-1504WD
12490,2004,86030, UT,Ford,Mustang2dr
17899,2013,30324, MT,Ford,MustangCoupe
34900,2015,17818, MA,Ford,F-1504WD
14700,2004,67262, VA,Ford,Thunderbird2dr
35488,2015,17356, IL,Ford,F-1504WD
27800,2016,25884, TX,Ford,MustangFastback
25711,2014,75685, CA,Ford,ExpeditionLimited
25442,2013,90168, UT,Ford,Expedition
34040,2016,42679, UT,Ford,Explorer4WD
33990,2015,27469, GA,Ford,MustangFastback
36995,2017,16121, CA,Ford,ExplorerFWD
36517,2016,17925, MO,Ford,F-1504WD
30750,2014,54290, GA,Ford,F-1502WD
19995,2005,129809, TX,Ford,Super
26777,2012,85437, UT,Ford,F-1504WD
36500,2015,572, PA,Ford,MustangFastback
28244,2014,14588, DE,Ford,Econoline
25999,2013,99291, NJ,Ford,F-150SuperCrew
6290,2008,209979, PA,Ford,Econoline
30800,2015,61447, UT,Ford,F-1504WD
18488,2016,56977, MN,Ford,MustangFastback
22850,2005,95455, CO,Ford,Super
10990,2005,148606, FL,Ford,Super
39789,2016,9151, NY,Ford,Super
18795,2013,54314, GA,Ford,MustangCoupe
32393,2016,13734, OH,Ford,Expedition4WD
9495,2004,126041, OH,Ford,F-1504WD
33991,2014,22029, GA,Ford,F-1504WD
32994,2012,35224, OR,Ford,F-1504WD
36957,2015,24867, AZ,Ford,Super
28138,2015,69156, NE,Ford,Super
8595,2003,258649, WI,Ford,Super
13491,2012,103554, TX,Ford,ExplorerFWD
15486,2008,135338, MA,Ford,Super
35999,2017,12025, FL,Ford,F-150Lariat
34950,2015,21370, CA,Ford,F-1502WD
25995,2015,82179, TX,Ford,Super
33999,2015,33892, MN,Ford,F-1504WD
22998,2007,114781, NC,Ford,Super
36271,2015,33427, VA,Ford,Super
29991,2014,78851, CO,Ford,F-1504WD
37716,2017,11463, WI,Ford,Explorer4WD
12900,2011,92778, FL,Ford,Taurus4dr
15998,2011,74725, VA,Ford,Mustang2dr
30999,2014,61500, WY,Ford,F-1504WD
31681,2016,37568, CA,Ford,Expedition2WD
21989,2014,21542, ID,Ford,EscapeTitanium
5988,2001,219229, NC,Ford,F-150
29480,2017,21401, FL,Ford,FlexLimited
23990,2013,93136, IN,Ford,ExpeditionLimited
36995,2017,23284, LA,Ford,ExplorerFWD
26910,2014,24338, TX,Ford,FlexSEL
32674,2013,38833, CO,Ford,F-150SuperCrew
37028,2017,17346, CA,Ford,ExplorerFWD
34922,2015,26410, WI,Ford,F-1504WD
31995,2017,42753, TX,Ford,Expedition
34590,2016,27945, CO,Ford,F-1504WD
27193,2012,85341, FL,Ford,F-1502WD
32378,2014,45060, FL,Ford,F-1504WD
37900,2017,17464, WA,Ford,Explorer4WD
16995,2013,80101, GA,Ford,MustangConvertible
33988,2015,19059, ID,Ford,F-1504WD
34988,2015,16904, TX,Ford,F-1504WD
8985,2002,125386, NJ,Ford,Thunderbird2dr
7950,1998,117643, MO,Ford,Ranger4WD
10479,2005,62803, HI,Ford,Explorer
33998,2016,44259, MN,Ford,Explorer4WD
19990,2012,133447, IL,Ford,Super
5999,2003,259998, LA,Ford,F-1502WD
32988,2015,36305, MA,Ford,ExplorerSport
26997,2016,33683, CA,Ford,FlexSEL
9799,2000,123423, WA,Ford,Ranger4WD
25995,2010,82250, ID,Ford,F-1504WD
28991,2013,71981, GA,Ford,F-150SuperCrew
35450,2015,16170, NC,Ford,F-1504WD
31994,2014,56005, VA,Ford,F-1504WD
33522,2014,26026, FL,Ford,F-1502WD
25875,2011,80589, OH,Ford,F-1504WD
15995,2010,74090, SC,Ford,EscapeFWD
8757,2003,140289, NC,Ford,Econoline
28995,2014,80602, OR,Ford,F-1504WD
34591,2016,30477, CA,Ford,Explorer4WD
29979,2013,53886, TX,Ford,F-150SuperCrew
29981,2015,78528, TN,Ford,F-1504WD
19077,2008,169000, TX,Ford,Super
14712,2005,120040, CA,Ford,Super
32714,2015,8957, HI,Ford,TaurusSHO
32995,2014,38776, VA,Ford,ExplorerSport
27895,2016,14373, NH,Ford,FlexSEL
16991,2006,200000, FL,Ford,Super
26998,2013,94907, TX,Ford,F-150SuperCrew
34996,2016,35217, PA,Ford,Explorer4WD
24995,2015,10124, OR,Ford,FocusHatchback
9995,2012,99662, CA,Ford,Transit
18995,2009,30122, MT,Ford,F-1502WD
23990,2010,98026, NC,Ford,F-1504WD
35000,2015,33642, AL,Ford,F-1504WD
36999,2017,12604, LA,Ford,ExplorerFWD
32995,2015,42430, KS,Ford,F-1504WD
38254,2017,1416, FL,Ford,ExplorerFWD
36993,2016,22552, TX,Ford,F-1502WD
20995,2010,134150, AZ,Ford,F-1504WD
36997,2017,1641, WI,Ford,F-150XLT
9994,2011,126082, GA,Ford,Escape4WD
26921,2013,58104, LA,Ford,ExpeditionLimited
24976,2014,33834, OR,Ford,FlexSEL
33359,2015,27953, WI,Ford,ExplorerSport
8000,2012,213785, IN,Ford,Transit
19995,2012,114907, MS,Ford,Expedition
26690,2013,87523, MD,Ford,F-150SuperCrew
8314,2009,140373, OK,Ford,Edge4dr
29995,2015,55580, MI,Ford,F-1504WD
35000,2016,14265, CA,Ford,MustangFastback
14399,2009,25141, CO,Ford,Ranger2WD
29895,2013,65202, OK,Ford,F-150SuperCrew
32799,2017,2567, NV,Ford,Expedition
33900,2015,29842, IN,Ford,ExplorerSport
22977,2013,132788, MN,Ford,F-150SuperCrew
14995,2013,90526, NY,Ford,FocusHatchback
31789,2015,34056, CA,Ford,F-1502WD
27000,2012,82903, IN,Ford,F-1504WD
16900,2007,64004, IL,Ford,F-1504WD
31395,2014,35376, NH,Ford,ExplorerSport
34488,2016,21521, GA,Ford,F-1504WD
25883,2013,88061, TX,Ford,F-150SuperCrew
35997,2017,19581, TX,Ford,F-150XLT
21224,2011,125582, UT,Ford,F-1504WD
26995,2014,89209, IA,Ford,ExplorerSport
29933,2013,56331, GA,Ford,F-150SuperCrew
23708,2013,80343, GA,Ford,Expedition
35452,2016,17718, WV,Ford,F-1504WD
36969,2017,15321, VA,Ford,F-150XLT
32498,2015,41395, MA,Ford,ExplorerSport
29995,2013,49233, MT,Ford,F-150SuperCrew
36994,2017,1345, TN,Ford,F-150XLT
9985,2008,109334, CA,Ford,Edge4dr
29990,2012,40730, MS,Ford,F-1504WD
29339,2012,55119, GA,Ford,F-1504WD
33696,2016,30501, VA,Ford,F-1504WD
36610,2017,1492, FL,Ford,MustangGT
20587,2013,69088, IN,Ford,EdgeLimited
22995,2017,19035, ID,Ford,Escape4WD
5998,2004,95592, CO,Ford,Focus4dr
26588,2015,19472, MI,Ford,FlexSEL
6995,2010,204571, KY,Ford,Flex4dr
36791,2016,12803, NY,Ford,F-1504WD
32993,2015,30502, NC,Ford,F-1502WD
34933,2017,18880, FL,Ford,ExplorerFWD
2990,1998,201388, OR,Ford,"Expedition119"""
33491,2016,48528, TX,Ford,F-1504WD
21990,2014,56517, MA,Ford,FlexLimited
34989,2017,22573, FL,Ford,F-150XL
31500,2014,37935, WI,Ford,F-1504WD
10895,2010,93287, MI,Ford,Explorer4WD
34373,2015,17053, KS,Ford,F-1504WD
8999,2008,103285, MN,Ford,Escape4WD
28889,2013,73985, WA,Ford,F-150SuperCrew
9857,2011,112992, WA,Ford,Escape4WD
21987,2013,43000, IL,Ford,EdgeSEL
22011,2006,126089, FL,Ford,Super
24981,2011,97693, CA,Ford,F-1504WD
26937,2012,78131, WA,Ford,F-1504WD
29999,2015,67096, MN,Ford,F-1504WD
17585,2014,57892, NH,Ford,EscapeSE
27849,2013,65898, OH,Ford,F-150SuperCrew
34000,2016,35209, MD,Ford,Explorer4WD
32000,2016,54495, TN,Ford,F-1504WD
29999,2016,36963, AZ,Ford,Expedition
33350,2015,32760, OK,Ford,F-1504WD
9991,2008,75759, CA,Ford,ExplorerRWD
14990,2004,54139, FL,Ford,Thunderbird2dr
28794,2013,63069, WA,Ford,F-150SuperCrew
16900,2014,42966, MD,Ford,MustangConvertible
10950,2007,218060, NC,Ford,F-1504WD
7950,2007,101944, Fl,Ford,Explorer2WD
11957,2005,209422, AL,Ford,F-1504WD
27991,2013,74824, TX,Ford,F-150SuperCrew
30477,2015,58720, MO,Ford,F-1504WD
32000,2016,52703, NC,Ford,F-1504WD
6995,2002,61595, CT,Ford,Escape4dr
31598,2013,42555, WA,Ford,F-150SuperCrew
31988,2014,25845, TN,Ford,F-1502WD
21000,2011,175213, AR,Ford,Super
24980,2014,27118, PA,Ford,FlexSEL
32995,2015,35999, NH,Ford,ExplorerSport
32999,2015,34446, NC,Ford,F-1504WD
32900,2015,42098, NC,Ford,ExplorerSport
32900,2014,24730, MA,Ford,F-1504WD
25897,2015,34767, CA,Ford,FlexLimited
31500,2014,39969, IN,Ford,F-1504WD
9997,2005,240375, TN,Ford,Super
5995,2002,262781, TX,Ford,Super
29995,2016,50981, TX,Ford,Expedition2WD
34279,2016,30466, AZ,Ford,Explorer4WD
21563,2013,67708, CA,Ford,ExplorerXLT
34877,2016,25085, AZ,Ford,F-1504WD
24497,2014,35488, AZ,Ford,EdgeSEL
22999,2013,140768, MN,Ford,F-150SuperCrew
35947,2016,17634, GA,Ford,F-1504WD
34999,2016,19234, MT,Ford,F-1504WD
35480,2015,27995, MA,Ford,ExplorerSport
13995,2011,79416, CA,Ford,EscapeFWD
29980,2013,64175, LA,Ford,F-150SuperCrew
34930,2017,244, FL,Ford,Super
37893,2017,3559, OH,Ford,FocusRS
34800,2015,20991, UT,Ford,ExplorerSport
32432,2012,23549, MN,Ford,F-1504WD
35468,2015,18929, TX,Ford,F-1504WD
25981,2012,114675, CO,Ford,F-1504WD
9999,2004,168015, IA,Ford,Ranger4WD
22300,2016,20083, GA,Ford,EscapeFWD
32999,2014,42202, WA,Ford,F-1504WD
37491,2016,23929, IA,Ford,Explorer4WD
12055,2010,92451, OK,Ford,ExplorerRWD
26985,2015,32530, CA,Ford,FlexSEL
27594,2012,88576, CO,Ford,F-1504WD
24747,2014,89167, AZ,Ford,Expedition
15750,2008,209454, FL,Ford,Super
34900,2015,34115, PA,Ford,ExplorerSport
33995,2015,31798, NJ,Ford,F-1504WD
30950,2013,56796, FL,Ford,F-150SuperCrew
31694,2014,46949, CO,Ford,F-1504WD
27000,2015,17601, CT,Ford,FlexSEL
26991,2016,25950, CA,Ford,FlexSEL
21991,2014,69576, GA,Ford,FlexSEL
19650,2007,142418, OR,Ford,Super
18999,2007,123229, TX,Ford,F-1502WD
15991,2015,66239, GA,Ford,EscapeFWD
13900,2002,62060, CA,Ford,Thunderbird2dr
28993,2013,83710, Ga,Ford,F-150SuperCrew
25526,2013,70235, NM,Ford,ExpeditionLimited
26200,2013,68277, SC,Ford,ExpeditionLimited
15472,2014,73201, MS,Ford,F-1502WD
25428,2011,87415, WY,Ford,F-1504WD
28488,2016,33436, OH,Ford,Transit
29950,2015,60212, TX,Ford,F-1502WD
2495,2004,216677, MS,Ford,Crown
27000,2014,87150, TX,Ford,F-1504WD
33834,2015,31289, WA,Ford,F-1504WD
34998,2016,15445, TX,Ford,F-1504WD
8999,2011,125989, VT,Ford,Escape4WD
31150,2016,41346, UT,Ford,Expedition4WD
35727,2016,9912, MI,Ford,F-1504WD
13995,2010,46786, IN,Ford,F-1502WD
36000,2017,14476, OR,Ford,F-150XLT
34690,2015,18164, NJ,Ford,ExplorerLimited
9995,2004,137247, WA,Ford,Ranger4WD
36149,2016,25454, OH,Ford,F-1504WD
29995,2014,61101, NY,Ford,F-1504WD
35483,2016,22034, MI,Ford,F-1504WD
13712,2003,83025, WA,Ford,Thunderbird2dr
26999,2012,79996, NC,Ford,F-1504WD
31888,2014,38337, TX,Ford,F-1504WD
28991,2017,1992, NY,Ford,Escape4WD
34986,2015,19469, KY,Ford,F-1504WD
29988,2017,21267, IL,Ford,FlexLimited
19995,2010,110698, LA,Ford,Expedition
27995,2013,76667, NY,Ford,F-150SuperCrew
32935,2014,25597, KY,Ford,F-1504WD
26691,2012,94338, TX,Ford,F-1504WD
33000,2014,32979, AZ,Ford,F-1502WD
32911,2015,44532, FL,Ford,F-1502WD
21487,2016,19440, IL,Ford,EdgeSE
22999,2013,58637, AZ,Ford,FlexLimited
19999,2005,131277, NJ,Ford,Super
36990,2017,17760, GA,Ford,ExplorerFWD
31888,2013,45270, MO,Ford,F-150SuperCrew
29995,2017,11780, LA,Ford,FlexLimited
18995,2014,30979, WI,Ford,EdgeSE
24158,2008,128214, OH,Ford,Super
31988,2013,34136, OH,Ford,F-150SuperCrew
31840,2014,41277, TX,Ford,F-1502WD
19995,2007,152572, TX,Ford,Super
29499,2012,81124, OR,Ford,Super
36715,2016,401, VA,Ford,F-1504WD
30995,2013,41321, IL,Ford,F-150SuperCrew
34126,2015,14724, MO,Ford,F-1504WD
7450,2008,100770, CT,Ford,Edge4dr
31911,2014,47044, TX,Ford,F-1502WD
16495,2011,94261, GA,Ford,F-1502WD
29987,2014,52275, MD,Ford,F-1504WD
14095,2013,84051, TN,Ford,TaurusLimited
12988,2011,79015, NJ,Ford,EscapeFWD
27593,2015,11636, CO,Ford,FlexLimited
27428,2016,20695, NM,Ford,FlexSEL
31679,2014,41805, FL,Ford,F-1502WD
30495,2016,36774, FL,Ford,Expedition
24511,2011,95041, TX,Ford,F-1504WD
13195,2011,110044, OH,Ford,Escape4WD
27999,2007,43196, CA,Ford,Super
32700,2013,40625, HI,Ford,F-150SuperCrew
23990,2012,73028, VA,Ford,Expedition4WD
33998,2015,15805, FL,Ford,F-1504WD
33699,2015,35794, CA,Ford,F-1504WD
33526,2015,36675, CA,Ford,ExplorerSport
28987,2015,64092, Ga,Ford,Super
32400,2011,23371, CO,Ford,F-1504WD
34000,2016,36860, MA,Ford,F-1504WD
15995,2011,67718, TN,Ford,Edge4dr
27313,2013,76699, CA,Ford,F-150SuperCrew
35981,2015,24099, WA,Ford,ExplorerSport
22388,2012,93000, TN,Ford,Expedition4WD
3955,2008,164276, VA,Ford,EscapeFWD
28222,2013,77891, TX,Ford,F-150SuperCrew
36985,2017,4480, TN,Ford,F-150Lariat
36843,2015,13756, NE,Ford,ExplorerSport
16400,2014,53669, IN,Ford,EdgeSE
11275,2006,219544, NC,Ford,F-1504WD
31988,2014,37895, TX,Ford,F-1502WD
29490,2013,52017, NY,Ford,F-150SuperCrew
27794,2016,22608, CA,Ford,Econoline
26969,2014,69380, TX,Ford,Expedition
31995,2014,38870, GA,Ford,F-1504WD
6193,2004,175138, VA,Ford,Ranger2WD
17995,2014,48289, MI,Ford,TaurusSEL
26839,2012,90562, NE,Ford,F-1504WD
33412,2014,21475, TX,Ford,F-1504WD
19888,2014,11643, CA,Ford,MustangCoupe
22549,2014,71327, OH,Ford,FlexLimited
36000,2017,11312, MA,Ford,Explorer4WD
30103,2013,72123, NE,Ford,F-150SuperCrew
24944,2008,108762, TX,Ford,Super
26695,2010,75388, MT,Ford,F-1504WD
